,Description,Job Title,Position Level,Qualifications,Aprobado
468,"Gestionar, analizar, ejecutar y controlar actividades de ingresos, distribución, despacho y transferencias de bienes y suministros, verificar, almacenar y controlar los inventarios, gestionar la depuración periódica de los stocks (inventarios de lento movimiento y obsoletos), controlar la vigencias de los materiales y productos del almacén.
Responsable de Gestionar los Inventarios y la Distribución.
Responsable de Recepción de materiales de REP o de Clientes.
Responsable de Administrar el almacenamiento.
Responsable del Despacho de materiales, del control de inventarios y control de baja de bienes.
Responsable de la Ejecución de las devoluciones al almacén.
Conocer los lineamientos y ejecutar las actividades del sistema integrado de gestión a fin de cumplir con los requisitos del cliente, prevenir la contaminación del ambiente que rodea las operaciones y prevenir los deterioros y daños a la salud de los colaboradores.",Analista de Almacén - Chiclayo,Analista,"3 años de experiencia en puestos similares.
Experiencia en gestión de logística: control de inventarios y almacenes.
De preferencia con experiencia en empresas del sector eléctrico, energético, o minas.",A
469,"- Atención de incidencias- averías.
- Creación de reportes, manejo  de base de datos.",Practicante de Ingenieria Electrónica,Practicante,"- Conocimiento de Linux, SCL, redes móviles. 
- Conocimiento en networking, redes fijas y móviles.
- Trasmisión Satelital, redes de datos. 
- Conocimientos en radio enlace, fibra óptica y red satelital.
- Excel intermedio.
- ingles nivel  intermedio.
- Conocimientos en Oracle (deseable).",D
470,"Controlar el stock del spare de la red.
Configurar los servicios móvil y fija en los elementos de Red Core Datos.
Coordinar el avance de proyectos con proveedores externos.",Practicante de Ingeniería,Practicante,"Conocimientos de Redes Móviles y Gestión de Proyectos.
Conocimientos de Networking.
Conocimiento de Programación Web.
Conocimiento de Base de Datos.",D
471,"-	Manejo y seguimiento de reportes e indicadores internos.
-	Realizar actividades de pre-venta técnica a través de presentaciones y demostraciones de soluciones Microsoft.
-	Realizar talleres para incrementar el uso de la tecnología en los clientes.",Practicante Ingeniero,Practicante,"Nivel de ingles intermedio 
no se requiere experiencia",A
472,"•	Liderar el proyecto de mantenimiento preventivo y correctivo, así como nuevas instalaciones con el fin de asegurar el cumplimiento del contrato establecido con el cliente, en términos de cronogramas, presupuestos, seguridad y calidad.
•	Supervisar y dirigir la ejecución de las actividades propias de los planes y rutinas, a fin de que se cumplan de acuerdo a los alcances previstos.
•	Asegurar los objetivos de cronograma, margen, alcance y satisfacción de cliente esperados.
•	Identificar incumplimientos y/desviaciones a los protocolos, planes y/o rutinas previstas, tomando las acciones correctivas que sean necesarias. 
•	Elaborar los informes preliminares de avance de obra y finales en los tiempos previstos, de forma clara, concisa y concreta.
•	Garantizar la disponibilidad y la conformidad de la documentación de los servicios y/o productos con las directrices, procedimientos generales y en particular con el Sistema de Gestión de la Calidad de la Compañía.
•	Fomentar e identificar la búsqueda de oportunidades de mejora continua de la calidad de los servicios, de los procesos y de los procedimientos.
•	Ser el punto de enlace y coordinación de primer nivel ante el cliente.
•	Dirigir y supervisar las actividades de las contratistas a su cargo para reducir los riesgos, prevenir accidentes y facilitar el trabajo en equipo. 
•	Supervisar el cumplimiento del uso de EPP por el personal operario.
•	Usar y conservar adecuadamente los EPP asignados
•	Reportar incidentes o accidentes al CSST.
•	Participar activamente en las charlas y toda actividad de SST que organice la empresa.
•	Participar en la investigación de accidentes e incidentes si se le requiere.
•	Participar en la elaboración del IPER y mapa de riesgos cada vez que se requiera.
•	Otras funciones que su jefe inmediato le asigne.",GESTOR DE MANTENIMIENTO DE SEGURIDAD ELECTRONICA,Supervisor,"•	Bachiller de Ingeniería Electrónica.
•	Oficial de FFAA retirado con experiencia probada en la gestión de programas de seguridad y protección física. (deseable).
•	Certification en PMP (Project Management Professional) (deseable)
•	MS Project  y AutoCAd
•	Certification en PMP, CCTV , Alarma , Deteccion Incendio , Control de Accesos , OCULARIS, CITRIX; ON GUARD-LENEL.
•	Microsoft office nivel Intermedio
•	Nivel de Inglés básico (deseable)
•	Experiencia mínima de 2 años en sistemas integrados de seguridad electrónica.
•	Análisis y Solución de problemas
•	Criterio en la toma de decisiones.
•	Liderazgo",A
473,"Deliver end user PC and desktop support, including, printer assistance, configuration and all corporate software and first level network assistance.
Maintain an accurate IT equipment inventory. (Printers, IP telephones, mobile devices, laptops, desktops).
Ensure compliance with Software licensing and other IT contracts.
Provide support for mobile phones/communication devices assigned to employees.
Classify and assign IT tickets within IT organization.",IT Support Intern,Practicante,"PC Desktop and laptops software / hardware support.
Understanding of IT architecture.
Fluent in both written and spoken English and Spanish.
Networking Support.
Must know how to physically deploy computers based on available facilities.
Ability to manage and prioritize IT tasks and initiatives
Excellent customer services.
Excellent communication skills, especially oral.
Punctuality and respect.
Analytical thinking and Problem Solving.",D
474,"Actualmente estamos buscando profesionales recién egresados como tú, para formar parte de este Programa INGENIA, en la que tendrás como reto principal el implementar proyectos de mejora para las área de procesos, Innovación Digital y Tecnología, planteando estrategias de optimización, eficiencia y/o modernización que impacten en el desarrollo sostenible del grupo.",INGENIA - PROGRAMA PARA EGRESADOS,Analista,"Mínima 3 meses en áreas de mejora de procesos, Digital y/o Tecnología.",D
475,"1.	Participar en la implementación y el mantenimiento de los requisitos del Sistema Integrado de Gestión.
2.	Elaborar la Ingeniería de acompañamiento y/o complementaria durante la Construcción de la especialidad que corresponda al alcance respectivo, proponiendo métodos seguros, procesos con un plazo razonable, dentro de los costos y de acuerdo al estándar de calidad del contrato.
3.	Planificar la secuencia de los procesos para elaborar la Ingeniería de acompañamiento y/o complementaria del Proyecto / Obra.
4.	Proporcionar el soporte técnico requerido por las diferentes áreas del Proyectos.
5.	Organizar los recursos, materiales, equipo y personal para la elaboración de los proyectos de acompañamiento y/o complementarios asignado.
6.	Elaborar los procedimientos para realizar el control de cambios de ingeniería de la construcción, en coordinación con la Gerencia de Proyecto.
7.	Desarrollar innovación e investigación en el área de su especialización.
8.	Realizar capacitaciones en temas de su especialización al personal del proyecto / obra.
9.	Cumplir y hacer cumplir la Política del sistema integrado de gestión, siendo responsable de la seguridad y salud ocupacional, medio ambiente y calidad del su área a cargo.
10.	Cumplir y hacer cumplir a sus subordinados las leyes y normas de seguridad, Salud ocupacional, medio ambiente, calidad, responsabilidad social, con criterio preventivo.
11.	Cumplir y hacer cumplir el Reglamento Interno de Seguridad y Salud en el Trabajo.

Enviar cv con pretensiones salariales",Jefe de Ingeniería,Otros,,D
476,"1.	Venta, diseño y seguimiento de los proyectos de Iluminación.
2.	Desarrollo y manejo de proyectos completos de iluminación.
3.	Visitas de campo y visitas con los clientes, seguimientos.
4.	Captación de clientes y manejo de cartera brindada por la empresa.",Arquitectos Comerciales -  Proyectos De Iluminación,Profesional especializado,"1.	Bachiller de la carrera de Arquitectura, Diseño de interiores o afines. 
2.	Experiencia comprobada en el cargo mínima de 5 años realizando ventas en el rubro de Iluminación.
3.	Contar con cartera de clientes propia.
4.	Manejo de Office a nivel intermedio.",D
477,"· Ingresar información de las marcaciones en el time recording para registrar los trabajos de los técnicos en SAP.

· Registrar el ingreso de personal para poder registrar a los técnicos en las Ots y poder asignarlos en trabajos.

· Registrar oportunamente el inicio y finalización de los trabajos realizados por los técnicos para controlar la finalización de trabajos y tiempos de permanencia en taller..

· Notificar oportunamente las OT finalizadas para poder permitir que las ots se puedan facturar y entregar los vehículos.

· Publicar semanalmente el reporte de producción de los técnicos para informar sobre el avance de su trabajo.

· Asignar los trabajos de las OT a los técnicos para poder determinar los tiempos de trabajo, horas de entrega y la disponibilidad del técnico adecuado para cada trabajo.",Planificador de Taller,Otros,"· Carrera Técnica y/o  Universitaria de Ingeniería Mecánica, Ingeniería Industrial, Administración o afines.

· Experiencia: Entre 2 y 4 años realizando funciones similares.

· Manejo de SAP.",D
478,"Asistir en coordinacion de las actividades de Mantenimiento del sector, suministrando materiales, ejecutando envios y/o supervisando trabajos de mantenimiento menor  en los complejos de cine y oficinas administrativas.
Coordinar trabajos/proyectos menores en oficinas administrativas y/o complejos de cine.
Asistir en elaborar los informes técnicos y/o administrativos durante el desarrollo del trabajo y a su conclusión, para su aprobación. Así como de apoyar en la evaluación de presupuestos de terceros, que le sean encomendados.
Actualizar  y Asistir en el control de los KPIs de mantenimiento y presupuesto del area.
Coordinar y supervisar el mantenimiento y buen estado de los Equipos menores e infraestructura de Oficinas.
Gestionar y dar seguimiento a la generacion y envio de OC de mantenimiento asi como tambien las labores administrativas concernientes a la recepcion de facturas y pago de proveedores.
Realizar el inventario de repuestos criticos del almacen de repuestos de mantenimiento asi como tambien de realizar los pedidos de reposicion con la finalidad de mantener un stock de seguridad para dar el soporte necesario a la operación.",Asistente Administrativo de Mantenimiento,Asistente,"Experiencia de 6 meses como asistente administrativo y/o como practicante en el área de mantenimiento.
Manejo de Excel a nivel intermedio (Indispensable).
Horario de trabajo: Lunes a Viernes de 9:00 am a 6:00 pm.",D
479,"Gestionar el cumplimiento de todos los servicios ofrecidos al cliente mediante el contrato, cumpliendo con los tiempos establecidos y tarifarios vigentes.
Cumplir con el cronograma de mantenimiento correctivo, preventivo, proyectivos de inversión y servicios generales.
Mantener la comunicación continua con las áreas operativas de la empresa promoviendo la atención proactiva y oportuna de todo evento, colaborando con la gestión del cliente y sus procesos internos.
Verificar la homologación de los proveedores para la ejecución de los servicios generales.
Administrar eficientemente y conforme a procedimientos el manejo de fondo fijo y rendición de caja chica para la atención de la cuenta.
Elaborar informes mensuales y anuales de gestión incluyendo: cronograma de visitas, incidencias y soluciones.
Elaborar reportes mensuales de Ordenes de Compras generadas.
Coordinar con el área de Recursos Humanos los procesos de selección de personal e ingresos.
Asegurar el cumplimiento de la Ley de Seguridad y Salud en el Trabajo del equipo destacado.
Coordinar con el cliente la emisión de órdenes de servicio y conformidad mensual de variables, así como los pagos respectivos.
Generar mejoras que impacten en la reducción de costos de mantenimiento del cliente.",Jefe de Contrato,Ejecutivo,"Indispensable experiencia en el sector inmobiliario, facility management, retail, supermercados, y/o cadena de hoteles.
3 años de experiencia en el cargo de Supervisor de Mantenimiento, Operaciones y Servicios Generales.
Experiencia manejando equipos de colaboradores y proveedores.",D
480,"1. Atención al cliente: consultas de funcionalidades básicas e instalaciones del Sistema que brinda la empresa.
2. Elaborar reportes diarios para los clientes y áreas de la empresa.
3. Realizar el mantenimiento Preventivo de los equipos de la empresa.
4. Apoyar en las actividades del área de Tecnología de la información.",Practicante de Tecnología de la Información,Practicante,"Experiencia: No es requerida
Competencias:
a.	Orientación al Cliente.
b.	Planificación y Organización.
c.	Trabajo en equipo.
d.	Comunicación efectiva.
5.	Conocimientos:
a.	Networking.
b.	Mantenimiento de PCs.
c.	Ofimática.",D
481,"Manejo y relación con clientes operantes en el sector de electrificación y afines como distribuidoras de energías, instaladores/contratistas o usuarios finales.
Contactar e identificar potenciales clientes o usuarios a nivel nacional o regional concretado oportunidad de ventas.
Desarrollar a nivel nacional y regional el plan de venta de cada empresa y su respectivo plan comercial encargándose de impulsar la venta con las empresas relacionadas. 
Realiza seguimiento al presupuesto de ventas asignado, garantizando su cumplimiento. 
Proponer estrategias comerciales debidamente concertadas con el sub gerente de ventas Industriales.
Desarrollar y mantener un alto grado de conocimiento de los productos así como de los clientes que maneja y sus características comerciales, para identificar y desarrollar nuevas oportunidades.
Coordinar y programar los servicios que se presenta al cliente.",Product Manager - Linea Cable de Acero,Dirección / Alta Gerencia,"Conocimiento comprobado de los principales actores del mercado.
Ingeniero eléctrico/industrial/electrónico.
Experiencia en el sector eléctrico mínimo 8 -10 años
Conocimiento en la línea de cables de acero y accesorios.
Disponibilidad para viajar.",A
482,"Planificación de compras.
Cotizaciones.
Costeo
Evaluación de proveedores.
Elaboración de presupuestos.",Analista de Logística,Analista,2 años mínimo en presupuestos y compras.,D
483,"•	Desarrollo e implementación de los productos de software y componentes.
•	Mantenimiento y ajustes a productos de software existentes.
•	Realización de pruebas para aseguramiento de la calidad del software.
•	Elaboración de documentación técnica y de usuario del software.",Practicante - Programador en C,Practicante,,D
484,"- Gestión de Indicadores (KPIs) del área de Mantenimiento. 

- Responsable de las actividades de mantenimiento preventivo, predictivo y correctivo en la planta. 

- Elaboración y control de presupuesto del área, Gestión de proveedores - contratistas. 

- Desarrollo de proyectos de mejora continua en base a la metologia Lean Six Sigma.",Jefe de Mantenimiento,Profesional especializado,"- Indispensable contar con una experiencia minima de 5 años liderando empresas industriales. 

- Especialización en Gestión de procesos, Mantenimiento, Producción. 

- Amplios conocimientos y experiencia en Lean Manufacturing. 

- Disponibilidad para laborar en Lurin.",D
485,"1.	Impulsar la venta de los productos en las marcas seleccionadas, así como el servicio de importaciones y unidades de negocios.
2.	Visitar a los clientes actuales a través del área usuaria.
3.	Buscar realizar la consolidación de las distribuciones en los clientes.
4.	Informar al Comité de Distribuciones sobre nuevos proyectos.
5.	Capacitarse permanentemente en el servicio, las marcas y las líneas de la empresa con el fin de que la propuesta comercial llegue con mayor contundencia a los clientes. 
6.	Trabajar en el alcance de los objetivos de ventas planteados por el Comité de Distribuciones.",Key Product Manager de Herramientas Industriales,Profesional especializado,"1.	Estudios Técnicos o universitarios.
2.	Conocimiento en herramientas industriales. 
3.	Experiencia de 5 años en el mercado industrial, especialmente en el sector minero (obligatorio), empresas petroleras, de energía y construcción y canales de distribución.
4.	Experiencia en ventas de herramientas industriales a empresas mineras (obligatorio), empresas petroleras, de energía y construcción y canales de distribución. 
5.	Experiencia en trabajo de campo y homologando marcas de herramientas industriales en empresas mineras, petroleras y sus principales contratistas.
6.	Experiencia en técnicas de ventas.
7.	Disponibilidad para viajar semanalmente con el fin de visitar la cartera de cliente respectiva. (Tres semanas en provincia y una semana en Lima)
8.	Licencia de conducir (Obligatorio).
9.	Excel nivel intermedio.
10.	Inglés básico.",D
486,"- Desarrollo y supervisión de proyectos de sistemas de detección y alarma  de incendios.
- Coordinación de proyectos de seguridad contraincendios.",Ingeniero de sistemas contraincendio,Profesional especializado,"Experiencia mínima 2 años.
Disponibilidad inmediata.",D
487,"Funciones

Desarrollo de mejoras de procesos o procedimientos de Entrega Técnica, Capacitación y Garantías.
Desarrollo de proyectos como:
Catálogos de tiempos de entrega y arranque de máquinas nuevas
Catálogos de tareas de servicio de arranque
Mejora de protocolos de arranque
Catálogos de Entrenamiento interno
Catálogos de Entrenamiento a clientes
Folletos para publicitar venta de cursos de entrenamiento a clientes
Desarrollo del calendario de cursos de capacitación a clientes en la WEB de la empresa
Otros según necesidades del área
Ayudar en diversas tareas que le encomiende la Jefatura del área.",Practicante Profesional Asistencia Técnica MRS,Practicante,"•	Profesional recién egresado de las especialidades de Ingeniería Mecánica o Mecánica-Electricidad, Minas o Industrial.
•	Conocimiento básico de equipos de minería, deseable. 
•	Conocimiento o experiencia práctica en desarrollo de proyectos, deseable.
•	Nivel de Inglés Avanzado, deseable.",A
488,"•	Revisar y analizar la documentación entregada por la Jefatura de Proyecto.
•	Administrar, en estrecha coordinación con el cliente o su representante en el lugar de la obra, las modificaciones o cambios de los documentos contractuales previos al inicio y durante la ejecución de la obra.
•	Organizar operativamente el sector de obra asignado.
•	Elaborar los informes diarios, semanales y mensuales de obra que corresponda y se solicite.
•	Garantizar que su sector de obra se ejecute de acuerdo a las especificaciones técnicas del contrato, requerimientos de salud, seguridad, medio ambiente y calidad.
•	Implementar y liderar el sistema de seguridad, salud ocupacional y medio ambiente en su sector de obra.
•	Elaborar las programaciones de trabajo (diarias y de 4 semanas) de proyecto asignado.
•	Coordinar con la Jefatura de Proyecto los requerimientos de materiales, herramientas y equipos para la obra.
•	Aplicar los sistemas de control de personal a su equipo y aprobar las tareas diarias, semanales y mensuales.
•	Revisar preliminarmente las valorizaciones de las contratas en función al avance del proyecto.
•	Actualización semanal de cronograma de obra según avance obtenido.
•	Elaborar la información del proyecto asignado para el informe de cierre de obra.
•	Participar en las reuniones de la obra.",Ingeniero Residente CAJAMARCA,Supervisor,"•	Profesional Titulado y Colegiado de las carreras de Ingeniería Electrónica, Mecánica, Mecánica de fluidos, Sanitario.
•	Certificaciones: Paicon, Notifier, NFPA (deseable).
•	Experiencia en instalación de Sistemas de Seguridad Electrónica.(Indispensable)
•	Experiencia en instalación sistemas de protección contra incendio.(Indispensable)
•	Experiencia en Proyectos con el Gobierno (deseable).
•	Experiencia y conocimientos en BMS (deseable)
•	Dominio de Software de Planeamiento (MS Project) y control de costos y presupuestos.
•	Conocimientos de Microsoft Office y AUTOCAD.
•	Conocimientos de manejo de contratas, costos operativos y Normas Técnicas.
•	Conocimientos en Sistemas de Gestión de Seguridad y Salud y Medio Ambiente.
•	Conocimientos de la Norma ISO 9001 (versión vigente).
•	Experiencia mínima 3 años como Ingeniero Residente en obras de gran envergadura.
•	Análisis de problemas y criterio en la toma de decisiones.
•	Planificación.
•	Negociación.
•	Liderazgo
•	Vocación de servicio",A
489,"Coordinación con su Jefatura de Ventas para estructurar un plan de visitas a los clientes, plan de identificación y seguimiento de oportunidades de negocios a fin de concretar la venta.
Elaborar a inicio de cada semana su Plan de Visitas y/o Actividades que garantice el cumplimiento de su presupuesto.
Coordinar con la Jefatura de Ventas (JV) y los Product Manager (PM) las visitas a los clientes para presentar los detalles de los productos, soluciones y servicios que ofrece RRE.
Identificar en el cliente las necesidades de implementar nuevos proyectos y detectar oportunidades de negocio a través de publicaciones, visitas a clientes y otros medios de información.
Emplear herramientas de seguimiento (CRM) para las actividades, visitas y Oportunidades.",Asesor Técnico Comercial,Ejecutivo,"Experiencia previa en venta de productos eléctricos: Postes, Fibra de vidrio, sistemas de puesta de tierra, aisladores, seccionadores. Todo lo referente a Media y baja tensión.
Experiencia comprobada en Licitaciones con el Estado. 
Disponibilidad para viajar frecuentemente a la zona Oriente del Perú.
Residencia de preferencia: Lima o Tarapoto.",D
490,"1 Dictado de Curso.
2 Revisión de pruebas.
3 Elaboración de material académico.
4 Ingreso de notas al sistema.
5 Uso de herramientas digitales en la plataforma virtual.",DOCENTE - DIAGNOSTICO ELECTRONICO / SEDE INDEPENDENCIA,Docente,"Al menos 2 años de experiencia profesional actualizada en el área, especialmente en áreas de reparación de sistemas electrónicos automotrices y diagnóstico electrónico automotriz",A
491,"INDISPENSABLE POSTULAR MEDIANTE ESTE LINK: 
https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=11081&company=EntelPE&username=

1. Diseñar la arquitectura de las redes de Core Voz y controlar su evolución velando por el cumplimiento de los parámetros establecidos.
2. Elaborar el plan de crecimiento anual de los elementos que conforman las redes de Core Voz a fin de cumplir con los indicadores de calidad de las mismas.
3. Realizar acciones de monitoreo, control, estimación y dimensionamiento de las capacidades de las redes de Core Voz, con el objetivo de establecer acciones de mejora a fin de cumplir las políticas de calidad de la red
4. Analizar, dimensionar y definir soluciones técnicas y/o económicas de nuevas iniciativas tecnológicas que involucren las redes de Core Voz.
5. Elaborar y mantener la documentación de diseño de la arquitectura y servicios implementados en las redes de Core Voz.",Coordinador de Ingeniería de Redes CORE VOZ,Profesional especializado,"EXPERIENCIA: 
- 3 años de experiencia (en los últimos 4 años) realizando funciones similares como Ingeniero de Implementación (proyectos) u operaciones de Redes de Core Voz.
- Experiencia en áreas de Ingeniería, Soporte y/o Mantenimiento de Redes de Telecomunicaciones.

CONOCIMIENTOS:
- Ingeniería y/u operación de equipos de Core CS (MSS, MGW, RNC, BSC, GMSC) y SBC / IGR /GLR.
- Ingeniería y/u operación de Redes móviles GSM, UMTS, LTE
- Conocimientos de protocoles de señalización SS7, SIGTRAN, SIP, etc.
- Conocimientos en análisis de CDRs con fines de troubleshooting.
- Conocimientos de plataformas de gestión y monitoreo de redes móviles GSM, 3G, 4G.
- Gestión de proyectos de ingeniería.",D
492,"Profesores con 2 o mas años de experiencia docente en alguna de las siguientes herramientas:

1. SQL Data Modeling.
2. Hadoop.
3. NoSQL Database.
4. Spark.
5. Stream Processing & Real time Analycs.
Interesados enviar resumen profesional al correo señalado, indicando el taller que desaria dictar y sus pretensiones salariales por hora de dictado (se estiman talleres de 18 a 24 horas).",Profesor a tiempo parcial en herramientas de Big Data,Profesional especializado,"Haber participado en proyectos con estas tecnologías.
Se valorará experiencia y calidad docente.",D
493,Brindar apoyo en el diseño y/o desarrollo de proyectos de ingeniería del sector público o privado relacionado a las especialidades de ingeniería  de Telecomunicaciones o Electrónica.,Asistente de Ingeniería,Asistente,"Conocimientos de CCTV, control de accesos, sistema de detección y  alarma de incendio; y cableado estructurado.
Conocimientos de  AutoCAD a nivel intermedio.
Conocimientos propios de su especialidad.
Inglés Técnico (Nivel Básico).
Experiencia: No indispensable.",A
494,"1. Brindar apoyo en los procesos logísticos de los espacios académicos a fin de ofrecer a los alumnos, docentes y personal administrativo las condiciones adecuadas para la realización de sus actividades.

2. Disponer de la correcta presentación de la infraestructura: mesas, escritorios, pizarras, sillas, carpetas, luminarias, tachos de basura e instalaciones en general, cuando se requiera.

3. Realizar la inspección del estado de la infraestructura y mobiliario de los ambientes administrados por la Intendencia de Aulas.

4. Movilizar y conectar equipos electrónicos (cañones y PC del aula o portátiles).

5. Validar la identidad de todos los alumnos ingresantes a los cubículos y controlar los tiempos de tolerancia para el uso de los mismos en la biblioteca del Complejo de Innovación Académica.

6. Controlar el uso adecuado de los ambientes de estudio en el piso de la biblioteca asignado.",Auxiliar de Aulas - turno mañana,Operativo,"Solo alumnos PUCP

Lunes a viernes de 7 a.m. a 3 p.m. Sábados de 7 a.m. a 12 m.
Importante: Contar con 15 a 19 horas disponibles en la semana, mínimo franjas de 3 horas consecutivas. 

Cada postulante debe completar el formato en word llenando su disponibilidad para que pueda ser considerado como candidato elegible.",D
495,"- Administración de las bases de renovaciones de riesgos restringidos:  generar bases, reportes, análisis e indicadores, recopilar información necesaria para poder trabajarlas.                                                                                                                              - Seguimiento y Control de ANS.                                                                                                                             - Control y Registro de cotizaciones de los diferentes ramos.                                                                                         - Apoyo operativo en la elaboración de slips, cuadros comparativos.",Practicante de Suscripción,Practicante,- Experiencia en Comercial Corredores Estratégicos / Formalización / Siniestros / Cobranzas.,D
496,"•	Verificación del estado del servicio: revisar alarmas y operatividad de los servicios.  
•	Atención de incidentes y averías en coordinación con el Centro de Atención de Llamadas del proveedor y la persona de contacto en la Sede de EsSalud.
•	Reporte de las averías e incidencias del proveedor. 
•	Configuración de Servicios de acuerdo a requerimiento de EsSalud.
•	Copias de configuración de los equipos.
•	Generación de reportes e informes ante requerimiento de EsSalud.
•	Llevar una Bitácora de incidencias y averías diarias.
•	Atención de incidentes del sistema de Imágenes Médicas Kanteron System.
•	Otras funciones inherentes al contrato.",Ingeniero Residente de Sistemas de Hosting y Housing de Servidores IT,Analista,"Estudios, conocimientos, experiencia y competencias:
•	Bachiller o Titulado de las carreras de Ingeniería de Sistema, Informática, electronica o afines.
•	Certificación ITIL Foundation in IT Service Management.
•	Certificaciones - SAP Certified Technology Associate - System Administration (SAP HANA as a Database) with SAP NetWeaver 7.5, SAP Certified Technology Associate - SAP HANA.
•	Certificado o experiencia en Kanteron System.
•	Certificado o experiencia mínima de 03 años en Red Hat JBOSS.
•	Experiencia mínima de 3 años en la administración de Servidores Linux o Unix y variantes, servidores virtualizados, Administración de SAP.
•	Capacidad de análisis y síntesis.
•	Responsabilidad.
•	Trabajo bajo presión.
•	Altos niveles de ética.",A
497,"Funciones:
•	Proponer actividades relacionadas con los procesos técnicos vinculados a los fines del FISE, a efectos de la ejecución de los recursos asignados para su operación.
•	Elaborar y diseñar procedimientos generales y específicos, con el fin de regular las actividades operativas de los proyectos desarrollados en el marco de los fines del FISE de acuerdo a la normatividad aplicable a las materias.
•	Brindar capacitación y difundir permanente los procedimientos de los programas del FISE a las empresas que realizan la operación de los mismos, a efectos de hacer más eficiente su gestión.
•	Elaborar propuestas de mejoras en los procesos de supervisión y fiscalización que ejecutan la supervisión del Fondo de Inclusión Social Energético, a fin de asegurar que los beneficios lleguen a los usuarios.
•	Supervisar el cumplimiento de los contratos suscritos por la Administración del Proyecto FISE para la operatividad de los programas  vinculados a los fines del FISE, a fin de garantizar el cumplimiento de las obligaciones establecidas en estos.
•	Velar por la calidad de los padrones de beneficiarios de los programas vinculados a los fines del FISE, a fin de evitar las filtraciones y sub cobertura en estos.
•	Llevar un control del financiamiento de los que son sujetos los beneficiarios de los programas de Masificación de Gas Natural (MGN) y Ampliación de Frontera Energética (AFE), a fin de asegurar el uso eficiente de los recursos del FISE.
•	Elaborar las respuestas a los requerimientos de la Oficina de Control Interno (OCI) y de Contraloría General de la Republica que se le asignen, con la finalidad de implementar las recomendaciones que correspondan.",PROCESO CAS Nº 120-2016 ESPECIALISTA DE IMPLEMENTACIÓN DEL FISE,Ejecutivo,"- No menor de siete (07) años de experiencia general en entidades públicas o privadas.
- No menor de cinco (05)  años de experiencia específica en puestos y/o funciones equivalentes, desde el nivel Analista o su equivalente.",D
498,"Elaborar los planos solicitados por el Ingeniero responsable y/o Jefe inmediato.
Mantener organizado los archivos digitales y/o físicos de los planos realizados según los procedimientos del proyecto.
Cumplir con el tiempo de entrega de los diseños de acuerdo a la programación elaborada.",Dibujante de Planos,Asistente,"Experiencia  1 año en diseño de estructural.
Manejo a nivel intermedio Software de Diseño de su especialidad Autocad, entre otros.
Experiencia en proyectos de PLANTAS INDUSTRIALES.
Conocimiento en lectura de planos y cotizar en el rubro metal mecánica.",A
499,"Funciones:

•	Realizar prospección, encontrar nuevas oportunidades de negocio, establecer contacto con los clientes y preparar la estrategia de las visitas a realizar.
•	Asesorar al cliente con la mejor solución, una comunicación efectiva y realizando el seguimiento necesario hasta obtener la decisión de compra.
•	Realizar visitas semanales de fidelización, generando reporte de incidencias.
•	Cumplimiento de cuota mensual de ventas y fidelización de clientes.
•	Generar reporte mensual de ventas y análisis de cumplimiento de objetivos.
•	Realizar seguimiento constante a proyectos y clientes encomendados.
•	Investigación constante del mercado y sus precios (reportes mensuales).
•	Soporte técnico, capacitación y entrenamiento para clientes internos y externos.
•	Lograr cercanía y flujo de información con el área técnica y comercial de fábricas.
•	Plantear constantemente iniciativas de mejora continua.
•	Selección de equipos y elaboración de presupuestos para proyectos y clientes.
•	Liderar las actividades de mercadeo asistiendo a exposiciones, conferencias y otros eventos promocionales.
•	Brindar soporte administrativo y comercial al proceso de post venta.",Ejecutivo Semisenior De Ventas Comerciales,Otros,"Requisitos:

•	Profesional Bachiller o Titulado en Ing. Mecánica, Industrial, Eléctrica, o carreras afines  
•	Experiencia mínima de 04 años o más en posiciones similares. 
•	Conocimientos en ventilación, instalaciones y proyectos industriales.
•	Conocimiento de Ms Office a nivel intermedio/avanzado. 
•	Conocimiento de AutoCAD a nivel básico/intermedio.
•	Inglés a nivel intermedio.
•	Disponibilidad para realizar viajes.",A
500,"Apoyar a la Dirección del Sistema Integrado de Gestión (SIG) en la coordinación, gestión y elaboración de distintos proyectos con distintas áreas del negocio, sensibilizando la aplicación y mejora continua de la política de calidad.
Gestión del Sistema de Calidad.
Coordinador de la Dirección.
Documentación del Sistema de Gestión de Calidad.
Manejo herramientas de la industria de cables eléctricos en general (deseable).
Relaciones y resolución de problemas a los clientes internos.
Gestión de Producto No Conforme.
Elaboración del Plan Anual de Auditorías Internas de Calidad.
Definición de KPIs de la gestión.
Promover la activa participación del personal en el desarrollo y mejora de los procedimientos e instrucciones de trabajo con la dirección.
Coordinador Líder ISO 9001:2008/2015.
Actividades Administrativas.

Años de experiencia: 2

Ubicación física: Sede Ancón, con visitas programadas a sede en Lima – La Victoria",Coordinador de Gestión de la Calidad - ISO 9001,Asistente,"Años de experiencia: 2

Ubicación física: Sede Ancón, con visitas programadas a sede en Lima – La Victoria",D
